Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,81,다음 중 크롬에 관한 설명으로 틀린 것은?,,6가 크롬은 발암성물질이다.,주로 소변을 통하여 배설된다.,"형광등 제조, 치과용 아말감 산업이 원인이 된다.",만성 크롬중독인 경우 특별한 치료방법이 없다.,3,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,82,다음 중 카드뮴의 인체 내 축적기관으로만 나열된 것은?,,"뼈, 근육","간, 신장","혈액, 모발","뇌, 근육",2,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,83,다음 중 입자의 호흡기계 축적기전이 아닌 것은?,,충돌,차단,변성,확산,3,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,84,다음 중 납중독에 대한 치료방법의 일환으로 체내에 축적된 납을 배출하도록 하는데 사용되는 것은?,,Ca-EDTA,DMPS,Atropin,2-PAM,1,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,85,다음 중 화학적 질식성 가스로만 나열된 것은?,,"이산화탄소, 아산화질소","메탄, 탄산가스","아황산가스, 암모니아","일산화탄소, 황화수소",4,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,86,다음 중 화기에 의하여 분해되면 유독성의 포스겐이 발생하여 폐수종을 일으킬 수 있는 유기용제는?,,벤젠,크실렌,염화에틸렌,노말헥산,3,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,87,직업병의 유병율이란 발생율에서 어떠한 인자를 제거한 것인가?,,장소,기간,질병종류,집단수,2,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,88,다음 중 미국정부산업위생전문가협의회(ACGIH)의 노출기준(TLV) 적용에 관한 설명으로 틀린 것은?,,산업위생전문가에 의하여 적용되어야 한다.,기존의 질병을 판단하기 위한 척도이다.,독성의 강도를 비교할 수 있는 지표가 아니다.,대기오염의 정도를 판단하는데 사용해서는 안 된다.,2,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,89,"다음 보기는 노출에 대한 생물학적모니터링에 관한 설명이다. 보기 중 틀린 것으로만 조합된 것은?\n\n(A) 생물학적 검체인 소변, 소변, 혈액 등에서 검정인체를 측정하여 노출정도를 추정하는 방법이다.\n(B) 결정인지는 공기 중에서 흡수된 화학물질이나 그것의 대사산물 또는 화학물질에 의한 생화학적 변화를 말한다.\n(C) 공기 중의 농도를 측정하는 것보다 알내정 고려한다.\n(D) 목적은 화학물질에 대한 현재나 과거의 노출대 안전한 것인지를 확인하는 것이다.\n(E) 공기 중 노출기준이 설정된 화학물질의 수만을 생물학적 노출기준(BEI)이 있다.",,"(A), (B), (C)","(A), (C), (D)","(B), (C), (E)","(B), (D), (E)",3,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,90,다음 중 금속 증기열에 관한 설명으로 틀린 것은?,,"주로 베릴륨, 크롬, 주석 등이 원인이 된다.",철폐증은 철 분진 흡입시 발생되는 금속열의 한 형태이다.,"감기와 증상이 비슷하며, 하루가 지나면 점차 완화된다.",월요일열(monday fever)이라고도 한다.,1,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,91,다음 중 폐포에 가장 잘 침착하는 분진의 크기는?,,0.01 ~ 0.5μm,0.5 ~ 5.0μm,5 ~ 10μm,10 ~ 20μm,2,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,92,중금속 취급에 의한 직업성 질환을 나타낸 것으로 서로 관련이 가장 적은 것은?,,"납 중독 – 골수침입, 빈혈, 소화기장해","수은 중독 – 구내염, 수전증, 정신장해","망간 중독 – 신경염, 신장염, 중추신경장해","니켈 중독 – 백혈병, 재생불량성 빈혈",4,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,93,"독성물질의 생체과정인 흡수, 분포, 생전환, 배설 등의 변화를 일으켜 독성이 낮아지는 길항작용의 종류로 적절한 것은?",,화학적 길항작용,기능적 길항작용,배분적 길항작용,수용체 길항작용,3,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,94,방향족 탄화수소 중 급성 전신중독을 유발하는데 독성이 가장 강한 물질은?,,벤젠,크실렌,톨루엔,스타이렌,3,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,95,중독 증상으로 파킨슨 증후군 소견이 나타날 수 있는 중금속은?,,납,카드뮴,비소,망간,4,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,96,다음 중 '니트로벤젠'의 화학물질의 영향에 대한 생물학적 모니터링 대상으로 옳은 것은?,,혈액에서의 메타헤모글로빈,요에서의 마뇨산,요에서의 저분자량 단백질,적혈구에서의 ZPP,1,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,97,수치로 나타낸 독성의 크기가 각각 2 와 5 인 두 물질이 화학적 상호작용에 의해 상대적 독성이 9 로 상승하였다면 이러한 상호작용을 무엇이라 하는가?,,상가작용,상승작용,가승작용,길항작용,2,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,98,다음 중 무기성분진에 의한 진폐증에 해당하는 것은?,,면폐증,규폐증,농부폐증,목재분진폐증,2,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,99,다음 중 조혈장기에 장해를 입히지 않는 물질은?,,벤젠,TNT,망간,납,3,,,,,,,,,,,
산업위생관리기사,2010,1,산업독성학,100,다음 중 사람에 대한 안전용량(SHD)을 산출하는데 필요하지 않은 항목은?,,독성량(TD),안전인자(SF),사람의 표준 몸무게,실험독성물질에 대한 역치(ThD₀),1,,,,,,,,,,,
