Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer,,,,,,,,
산업위생관리기사,2006,3,산업독성학,81,작업환경측정과 비교한 생물학적 모니터링의 장점과 가장 거리가 먼 것은?,,모든 노출경로에 의한 흡수정도를 나타낼 수 있다.,분석 수행이 용이하고 결과 해석이 명확하다.,작업환경측정(개인시료)보다 더 직접적으로 근로자 노출을 추정할 수 있다.,건강상의 위험에 대해서 보다 정확한 평가를 할 수 있다.,2,,,,,,,,
산업위생관리기사,2006,3,산업독성학,82,물에 대하여 비교적 용해성이 낮고 상기도를 통과하여 폐수종을 일으킬 수 있는 자극제는?,,염화수소,암모니아,불화수소,이산화질소,4,,,,,,,,
산업위생관리기사,2006,3,산업독성학,83,물질자체로는 발암물질이 아니라 발암과정을 촉진시키는 물질을 발암촉진제라 한다. 다음 중 방광암의 촉진제로 알려져 있는 것은?,,크립토산,프로토온코겐,위산,사카린,4,,,,,,,,
산업위생관리기사,2006,3,산업독성학,84,노말헥산이 체내 대사과정을 거쳐 소변으로 배출되는 물질(생물학적 폭로지표)은?,,Hippuric acid,2.5-hexanedione,hydroquinone,8-hydroxy quinone,2,,,,,,,,
산업위생관리기사,2006,3,산업독성학,85,산업중독에서의 LD50이란 정확히 무엇을 의미하는가?,,실험동물의 50%가 살아남을 확률이다.,실험동물의 50%가 죽게되는 양이다.,실험동물의 50%가 죽게되는 농도이다.,실험동물의 50%가 살아남을 비율이다.,2,,,,,,,,
산업위생관리기사,2006,3,산업독성학,86,직업성 피부질환에 영향을 주는 간접적인 요인과 가장 거리가 먼 항목은?,,피부의 종류,연령,인종,고온,4,,,,,,,,
산업위생관리기사,2006,3,산업독성학,87,정상세포와 악성종양세포의 차이점중 '세포질/핵' 비율에 관한 설명으로 알맞은 것은?,,정상세포와 악성종양세포 모두 낮다.,정상세포와 악성종양세포 모두 높다.,정상세포가 높고 악성종양세포가 낮다.,정상세포가 낮고 악성종양세포가 높다.,3,,,,,,,,
산업위생관리기사,2006,3,산업독성학,88,남성근로자의 생식독성 유발 유해인자와 가장 거리가 먼 것은?,,마이크로파,저혈압증,항암제,고온,2,,,,,,,,
산업위생관리기사,2006,3,산업독성학,89,이황화탄소를 취급하는 근로자를 대상으로 생물학적 모니터링을 하는데 이용될 수 있는 생체내 대사물은?,,요중 마뇨산,요중 TTCA,요중 메탄올,요중 메틸마뇨산,2,,,,,,,,
산업위생관리기사,2006,3,산업독성학,90,이황화탄소(CS$_2$)에 중독될 가능성이 가장 높은 작업장은?,,비료제조 및 초자공 작업장,유리제조 및 농약제조 생산 작업장,"타르, 도장 및 석유정제 작업장","인조견, 셀로판 및 사염화탄소 생산 작업장",4,,,,,,,,
산업위생관리기사,2006,3,산업독성학,91,"길항작용 중 물질의 흡수, 대상 등에 영향을 미쳐 표적기관내 축적기간 혹은 농도가 저하되는 작용은? (예: 이뇨제를 투여하여 배출을 촉진)",,기능적 길항작용,화학적 길항작용,수용체 길항작용,분배적 길항작용,4,,,,,,,,
산업위생관리기사,2006,3,산업독성학,92,카드뮴에 의한 만성작용과 가장 거리가 먼 것은?,,단백뇨,폐기중,화학성 폐렴,빈혈,3,,,,,,,,
산업위생관리기사,2006,3,산업독성학,93,석면 중 발암성이 가장 강한 형태로 알려진 것은?,,chrysotile,Amosite,Crocidolite,Tremolite,3,,,,,,,,
산업위생관리기사,2006,3,산업독성학,94,망간중독에 관한 설명으로 틀린 것은?,,"이산화망간 흄에 급성 폭로되면 열, 오한, 호흡곤란 등의 증상을 특징으로 하는 금속열을 일으킨다.",망간폭로가 계속되면 파킨슨 증후군과 거의 비슷하게 될 수 있다.,망간의 직업성 폭로는 철강 제조에서 많다.,치료제는 CaEDTA가 있으며 중독 시 효과가 크다.,4,,,,,,,,
산업위생관리기사,2006,3,산업독성학,95,산업역학 연구에서 원인(유해인자에 대한 노출)과 결과 (건강상의 장애 또는 직업병 발생)의 연과성을 확정짓기 위해서 충족되어야 하는 조건으로 틀린 것은?,,원인과 질병 사이의 연관성의 강도,질병이 요인보다 먼저 나타나야 하는 시간적 속발성,요인에 많이 노출될수록 질병발생이 증가되는 양-반응관계,특정요인이 특정질병을 유발하는 특이성,2,,,,,,,,
산업위생관리기사,2006,3,산업독성학,96,"급성중독자에게 활성탄과 하제를 투여하고 구토를 유발시키며 확진후 BAL를 투여하는 치료를 행하는 유해물질로 가장 적절한 것은? (단, 쇽의 치료는 강력한 정맥 수액제와 혈압상승제 사용)",,납(Pb),크롬(Cr),카드뮴(Cd),비소(AS),4,,,,,,,,
산업위생관리기사,2006,3,산업독성학,97,다음 유기용제의 노출에 따른 특이증상(가장 심각한 독성영향)에 대한 내용과 가장 거리가 먼 것은?,,에틸렌글리콜에테르 - 생식기 장애,메탄올 - 시신경장애,염화탄화수소 - 간장애,노말헥산 - 중추신경장애,4,,,,,,,,
산업위생관리기사,2006,3,산업독성학,98,규폐증이나 석면폐증은 병리학적 변화로 볼 때 어느 진폐증에 속하는가?,,교원성 진폐증,비교원성 진폐증,활동성 진폐증,비활동성 진폐증,1,,,,,,,,
산업위생관리기사,2006,3,산업독성학,99,질병의 유병률에 관한 내용과 가장 거리가 먼 것은?,,인구집단 내에 존재하고 있는 환자 수를 표현한 것이다.,어떤 시점에서 인구집단 내에 존재하는 환자의 비례적인 분율 개념이다.,특정기간 위험에 노출된 인구 중 새로 발생한 환자의 수로 나타낸다.,여러 가지 영향을 받을 수 있어 위험성을 실질적으로 나타내지 못한다.,3,,,,,,,,
산업위생관리기사,2006,3,산업독성학,100,유기용제 중 벤젠에 관한 내용으로 틀린 것은?,,방향족 탄화수소이다.,만성장애로서 조혈장애를 유발시킨다.,마뇨산은 벤젠의 생물학적 폭로지표로 이용된다.,벤젠에 의한 백혈병의 흔한 형은 급성 골수성 백혈병이다.,3,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1,"육체적 작업능력(PWC)이 16kcal/min인 근로자가 하루 8시간 동안 물체를 운반하고 있다. 이 때 작업 대사량은 8kcal/min이고, 휴식시의 대사량은 1.5kcal/min이다. 휴식시간과 작업시간은 어떻게 배분하는 것이 가장 이상적인가? (단, Herting 식 기준)",,매시간 50분간 작업하고 10분간 휴식한다.,매시간 45분간 작업하고 15분간 휴식한다.,매시간 40분간 작업하고 20분간 휴식한다.,매시간 35분간 작업하고 25분간 휴식한다.,4
